"DPID","DPName","ABBY","ARIK","BARC","BARR","BART","BIGC","BLAN","BLDE","BLUE","BLWA","BONA","CARI","CLBJ","COMO","CPER","CRAM","CUPE","DCFS","DEJU","DELA","DSNY","FLNT","GRSM","GUAN","GUIL","HARV","HEAL","HOPB","JERC","JORN","KING","KONA","KONZ","LAJA","LECO","LENO","LEWI","LIRO","MART","MAYF","MCDI","MCRA","MLBS","MOAB","NIWO","NOGP","OAES","OKSR","ONAQ","ORNL","OSBS","POSE","PRIN","PRLA","PRPO","PUUM","REDB","RMNP","SCBI","SERC","SJER","SOAP","SRER","STEI","STER","SUGG","SYCA","TALL","TEAK","TECR","TOMB","TOOK","TOOL","TREE","UKFS","UNDE","WALK","WLOU","WOOD","WREF","YELL"
"DP1.20097.001","Dissolved gases in surface water",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20105.001","Fish sequences DNA barcode",NA,"2018",NA,NA,NA,"2018",NA,"2018","1",NA,NA,"2018",NA,"0",NA,"2018","2018",NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,"2018",NA,NA,"2018",NA,NA,NA,"2018",NA,"2018","2018","2018","2018","2018","2018",NA,NA,NA,NA,NA,"2018",NA,NA,NA,"2018","2018","2018","2018",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,"2018",NA,"2018",NA,NA,NA,NA,"2018","2018",NA,NA,NA
"DP1.20107.001","Fish electrofishing, gill netting, and fyke netting counts",NA,"1",NA,NA,NA,"1",NA,"2018","1",NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","2018","1","1","1",NA,NA,NA,NA,NA,"2018",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2018",NA,"1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20120.001","Macroinvertebrate collection",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20126.001","Macroinvertebrate DNA barcode",NA,"1",1,NA,NA,"2018",NA,"2018","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","2018","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20138.001","Surface water microbe cell count",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20141.001","Surface water microbe community composition",NA,"0",0,NA,NA,"2018",NA,"2018","0","0",NA,"0",NA,"0",NA,"0","0",NA,NA,NA,NA,0,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,"0","0","2018","0","0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,"2018","0","0",NA,NA,NA,NA,"0","0",NA,NA,NA
"DP1.20163.001","Periphyton, seston, and phytoplankton chemical properties",NA,"1",1,NA,NA,"1",NA,"2018","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20166.001","Periphyton, seston, and phytoplankton collection",NA,"1",1,NA,NA,"1",NA,"2018","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20190.001","Reaeration field and lab collection",NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20191.001","Riparian vegetation % cover",NA,"1",NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20193.001","Salt-based stream discharge",NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20194.001","Sediment chemical properties",NA,"1",1,NA,NA,"1",NA,"2018","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20197.001","Sediment physical properties",NA,"1",1,NA,NA,"1",NA,"2018","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20206.001","Stable isotope concentrations in surface waters",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20219.001","Zooplankton collection",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20221.001","Zooplankton DNA barcode",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20252.001","Secchi depth",NA,NA,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20254.001","Depth profile at specific depths",NA,NA,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20267.001","Gauge height",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"1","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20275.001","Riparian composition and structure",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20276.001","Stable isotope concentrations in groundwater",NA,"1",1,NA,NA,"1",NA,"1","1","2018",NA,"2018",NA,"1",NA,"1",NA,NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1","1",NA,"1","1","2018",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","2018","2018",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20277.001","Benthic microbe group abundances",NA,"1",NA,NA,NA,"2018",NA,"2018","0",NA,NA,"0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,"2018","0","0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA
"DP1.20278.001","Surface water microbe group abundances",NA,"0",0,NA,NA,"2018",NA,"2018","0","0",NA,"0",NA,"0",NA,"0","0",NA,NA,NA,NA,0,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,"0","0","2018","0","0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0","1","1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,"2018","0","0",NA,NA,NA,NA,"0","0",NA,NA,NA
"DP1.20279.001","Benthic microbe metagenome sequences",NA,"1",NA,NA,NA,"2018",NA,"2018","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"2018","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20280.001","Benthic microbe marker gene sequences",NA,"1",NA,NA,NA,"1",NA,"2018","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20281.001","Surface water microbe metagenome sequences",NA,"0",0,NA,NA,"2018",NA,"2018","0","0",NA,"0",NA,"0",NA,"0","0",NA,NA,NA,NA,0,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,"0","0","2018","0","0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,"2018","0","0",NA,NA,NA,NA,"0","0",NA,NA,NA
"DP1.20282.001","Surface water microbe marker gene sequences",NA,"1",0,NA,NA,"2018",NA,"2018","0","0",NA,"1",NA,"0",NA,"1","0",NA,NA,NA,NA,0,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,"0","1","2018","0","0","1",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,"2018","0","0",NA,NA,NA,NA,"0","1",NA,NA,NA
"DP4.00131.001","Stream morphology map",NA,"1",NA,NA,NA,"2019",NA,"2018","2019",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"2019",NA,"2019",NA,"2018","1","2019","2019",NA,NA,NA,NA,NA,"2018",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"1","2018",NA,NA,NA
"DP4.00132.001","Bathymetric and morphological maps",NA,NA,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP4.00133.001","Stream discharge rating curve",NA,"0",NA,NA,NA,"2019",NA,"0","2018",NA,NA,"0",NA,"2018",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"0",NA,NA,NA,"2019",NA,"2019",NA,"2018","0","2019","0",NA,NA,NA,NA,NA,"2018",NA,NA,NA,"0","2019",NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"0","2019",NA,NA,NA
