Domain,Site,Plot Type,Data Product Name,DPID,,Interannual Frequency,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
6,KONZ,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
6,KONZ,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,Y,,,Y,
6,UKFS,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
6,UKFS,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
7,GRSM,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
7,GRSM,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,Y,,,Y,,
7,MLBS,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
7,MLBS,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
7,ORNL,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,Y,Y,Y,Y,Y,Y,Y,
7,ORNL,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,Y,,Y,,,Y,
8,DELA,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
8,DELA,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,Y,,,Y,,
8,LENO,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,Y,Y,Y,Y,Y,
8,LENO,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,Y,,,Y,
8,TALL,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,Y,Y,Y,Y,Y,Y,Y,
8,TALL,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,Y,,,Y,,,
9,DCFS,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
9,DCFS,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,Y,,,Y,
9,NOGP,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,Y,Y,Y,Y,Y,
9,NOGP,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
9,WOOD,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,Y,Y,Y,Y,Y,Y,Y,
9,WOOD,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,Y,,,Y,,
10,CPER,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
10,CPER,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,Y,,,Y,,,Y,
10,RMNP,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
10,RMNP,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
10,STER,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
10,STER,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,Y,,,Y,,,Y,
11,CLBJ,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,Y,Y,Y,Y,Y,
11,CLBJ,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,Y,,,Y,,
11,OAES,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
11,OAES,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
12,YELL,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,,Y,Y,Y,
12,YELL,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,,,Y,
13,NIWO,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
13,NIWO,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,,Y,,
13,MOAB,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
13,MOAB,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
14,JORN,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
14,JORN,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
14,SRER,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,Y,Y,Y,Y,Y,
14,SRER,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,Y,,,Y,
15,ONAQ,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,Y,Y,Y,Y,Y,Y,Y,
15,ONAQ,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,Y,,,Y,
16,ABBY,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,Y,Y,Y,Y,Y,
16,ABBY,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,,Y,,
16,WREF,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,,Y,Y,Y,
16,WREF,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,,,Y,
17,SJER,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
17,SJER,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,Y,,,Y,
17,SOAP,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
17,SOAP,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,,Y,,
17,TEAK,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
17,TEAK,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
18,BARR,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
18,BARR,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
18,TOOL,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
18,TOOL,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,Y,,,Y,
19,BONA,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,Y,Y,Y,Y,
19,BONA,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,Y,,,Y,
19,DEJU,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,Y,Y,Y,Y,Y,
19,DEJU,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,,Y,,
19,HEAL,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,Y,Y,Y,Y,Y,Y,
19,HEAL,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
20,PUUM,T,Digital hemispheric photos of plot vegetation ,.DP1.10017,,1,,,,,,,Y,Y,Y,
20,PUUM,D,Digital hemispheric photos of plot vegetation ,.DP1.10017,,3,,,,,,,Y,,,
1,HOPB,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
2,LEWI,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
2,POSE,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
3,BARC,,Dissolved gases in surface water ,.DP1.20097,,1,,,,Y,Y,Y,Y,Y,Y,
3,FLNT,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
3,SUGG,,Dissolved gases in surface water ,.DP1.20097,,1,,,,Y,Y,Y,Y,Y,Y,
4,CUPE,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
4,GUIL,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
5,CRAM,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
5,LIRO,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
6,KING,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
6,MCDI,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
7,LECO,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
7,WALK,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
8,BLWA,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
8,MAYF,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
8,TOMB,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
9,PRLA,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
9,PRPO,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
10,ARIK,,Dissolved gases in surface water ,.DP1.20097,,1,,,,Y,Y,Y,Y,Y,Y,
11,BLUE,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
11,PRIN,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
12,BLDE,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,,Y,Y,Y,
13,COMO,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
13,WLOU,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
14,SYCA,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
15,REDB,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
16,MART,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,,Y,Y,Y,
16,MCRA,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,Y,Y,Y,Y,
17,BIGC,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,,Y,Y,Y,
17,TECR,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,,,Y,Y,Y,
18,OKSR,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
18,TOOK,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
19,CARI,,Dissolved gases in surface water ,.DP1.20097,,1,,,,,Y,Y,Y,Y,Y,
1,HOPB,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
2,LEWI,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
2,POSE,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
3,BARC,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,FLNT,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,SUGG,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
4,CUPE,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
4,GUIL,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
5,CRAM,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
5,LIRO,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
6,KING,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
6,MCDI,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
7,LECO,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
7,WALK,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
8,BLWA,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
8,MAYF,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
8,TOMB,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
9,PRLA,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
9,PRPO,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
10,ARIK,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,Y,Y,Y,Y,Y,Y,
11,BLUE,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
11,PRIN,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,Y,Y,Y,Y,Y,
12,BLDE,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,,Y,Y,Y,
13,COMO,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
13,WLOU,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
14,SYCA,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
15,REDB,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
16,MART,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,,Y,Y,Y,
16,MCRA,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
17,BIGC,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,,Y,Y,Y,
17,TECR,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,,Y,Y,Y,
18,OKSR,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,,Y,Y,Y,
18,TOOK,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
19,CARI,,"Fish electrofishing, gill netting, and/or fyke netting counts ",.DP1.20107,,1,,,,,,Y,Y,Y,Y,
1,BART,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,Y,Y,Y,Y,Y,Y,Y,
1,HARV,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
2,BLAN,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
2,SCBI,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,Y,Y,Y,Y,Y,Y,Y,
2,SERC,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
3,DSNY,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
3,JERC,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,Y,Y,Y,Y,Y,Y,Y,
3,OSBS,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
4,GUAN,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
4,LAJA,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,Y,Y,Y,Y,Y,
5,STEI,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
5,TREE,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
5,UNDE,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,Y,Y,Y,Y,Y,Y,Y,
6,KONA,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
6,KONZ,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
6,UKFS,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
7,GRSM,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
7,MLBS,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
7,ORNL,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,Y,Y,Y,Y,Y,Y,Y,
8,DELA,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
8,LENO,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,Y,Y,Y,Y,Y,
8,TALL,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,Y,Y,Y,Y,Y,Y,Y,
9,DCFS,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
9,NOGP,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,Y,Y,Y,Y,Y,
9,WOOD,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,Y,Y,Y,Y,Y,Y,Y,
10,CPER,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
10,RMNP,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
10,STER,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
11,CLBJ,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,Y,Y,Y,Y,Y,
11,OAES,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
12,YELL,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,,Y,Y,Y,
13,NIWO,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
13,MOAB,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
14,JORN,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
14,SRER,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,Y,Y,Y,Y,Y,
15,ONAQ,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,Y,Y,Y,Y,Y,Y,Y,
16,ABBY,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,Y,Y,Y,Y,Y,
16,WREF,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,,Y,Y,Y,
17,SJER,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
17,SOAP,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
17,TEAK,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
18,BARR,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
18,TOOL,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
19,BONA,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,Y,Y,Y,Y,
19,DEJU,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,Y,Y,Y,Y,Y,
19,HEAL,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,Y,Y,Y,Y,Y,Y,
20,PUUM,D,Ground beetles sampled from pitfall traps ,.DP1.10022,,1,,,,,,,Y,Y,Y,
1,BART,T,Herbaceous clip harvest ,.DP1.10023,,1,,,Y,Y,Y,Y,Y,Y,Y,
1,BART,D,Herbaceous clip harvest ,.DP1.10023,,3,,,NA,NA,NA,NA,NA,NA,NA,
1,HARV,T,Herbaceous clip harvest ,.DP1.10023,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
1,HARV,D,Herbaceous clip harvest ,.DP1.10023,,3,,NA,NA,NA,NA,NA,NA,NA,NA,
2,BLAN,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
2,SCBI,T,Herbaceous clip harvest ,.DP1.10023,,1,,,Y,Y,Y,Y,Y,Y,Y,
2,SCBI,D,Herbaceous clip harvest ,.DP1.10023,,3,,,Y,,,Y,,,Y,
2,SERC,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
2,BLAN,D,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
2,SERC,D,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
3,DSNY,T,Herbaceous clip harvest ,.DP1.10023,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
3,DSNY,D,Herbaceous clip harvest ,.DP1.10023,,3,,,Y,Y,,Y,,,Y,
3,JERC,T,Herbaceous clip harvest ,.DP1.10023,,1,,,Y,Y,Y,Y,Y,Y,Y,
3,JERC,D,Herbaceous clip harvest ,.DP1.10023,,3,,,Y,Y,,,Y,,,
3,OSBS,T,Herbaceous clip harvest ,.DP1.10023,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
3,OSBS,D,Herbaceous clip harvest ,.DP1.10023,,3,,,Y,Y,Y,,,Y,,
3,JERC,D,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
4,GUAN,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
4,GUAN,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,NA,NA,NA,NA,NA,NA,
4,LAJA,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,Y,Y,Y,Y,Y,
4,LAJA,D,Herbaceous clip harvest ,.DP1.10023,,1,,,,,Y,Y,Y,Y,Y,
5,STEI,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
5,STEI,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,Y,,,Y,,
5,TREE,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
5,TREE,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,Y,,,Y,
5,UNDE,T,Herbaceous clip harvest ,.DP1.10023,,1,,,Y,Y,Y,Y,Y,Y,Y,
5,UNDE,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,Y,,,Y,,,
6,KONZ,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
6,KONZ,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,Y,,,Y,
6,UKFS,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
6,UKFS,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,,Y,,,
6,KONA,T/D,Herbaceous clip harvest ,.DP1.10023,,1,,,,,,Y,Y,Y,Y,
7,GRSM,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
7,GRSM,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,NA,NA,NA,NA,NA,NA,
7,MLBS,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,,Y,Y,Y,Y,
7,MLBS,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,NA,NA,NA,NA,
7,ORNL,T,Herbaceous clip harvest ,.DP1.10023,,1,,,Y,Y,Y,Y,Y,Y,Y,
7,ORNL,D,Herbaceous clip harvest ,.DP1.10023,,3,,,Y,,,Y,,,Y,
8,DELA,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
8,DELA,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,Y,,,Y,,
8,LENO,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,Y,Y,Y,Y,Y,
8,LENO,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,Y,,,Y,
8,TALL,T,Herbaceous clip harvest ,.DP1.10023,,1,,,Y,Y,Y,Y,Y,Y,Y,
8,TALL,D,Herbaceous clip harvest ,.DP1.10023,,3,,,NA,NA,NA,NA,NA,NA,NA,
9,DCFS,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,,Y,Y,Y,Y,
9,DCFS,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,Y,,,Y,
9,NOGP,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,Y,Y,Y,Y,Y,
9,NOGP,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,,Y,,,
9,WOOD,T,Herbaceous clip harvest ,.DP1.10023,,1,,,Y,Y,Y,Y,Y,Y,Y,
9,WOOD,D,Herbaceous clip harvest ,.DP1.10023,,3,,,Y,,Y,,,Y,,
10,CPER,T,Herbaceous clip harvest ,.DP1.10023,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
10,CPER,D,Herbaceous clip harvest ,.DP1.10023,,3,,,Y,,,Y,,,Y,
10,RMNP,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,,Y,Y,Y,Y,
10,RMNP,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,,NA,,,
10,STER,T/D,Herbaceous clip harvest ,.DP1.10023,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
11,CLBJ,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,Y,Y,Y,Y,Y,
11,CLBJ,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,Y,,,Y,,
11,OAES,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
11,OAES,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,Y,,,Y,,,
12,YELL,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,,,Y,Y,Y,
12,YELL,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,,,,Y,
13,NIWO,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
13,NIWO,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,Y,,,Y,,
13,MOAB,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
13,MOAB,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,Y,,,Y,,,
14,JORN,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,Y,Y,Y,Y,Y,Y,
14,JORN,D,Herbaceous clip harvest ,.DP1.10023,,3,,,,,,,Y,,,
14,SRER,T,Herbaceous clip harvest ,.DP1.10023,,1,,,,,Y,Y,Y,Y,Y,
